Present_Price,Kms_Driven,Owner,Car_Age,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Individual,Transmission_Manual
-0.2362146144825814,-0.2562244610375879,-0.1745005743556463,-0.12889700346074376,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
0.22150461673268804,0.1559105027720208,-0.1745005743556463,0.21751369334000448,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.257426885511608,-0.7739690093234088,-0.1745005743556463,-1.1681290938629885,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
-0.40307934687498337,-0.8177583492281797,-0.1745005743556463,0.9103350869415009,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
-0.08789040791155732,0.14174336339106547,-0.1745005743556463,-0.12889700346074376,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.25510931978393575,-0.8983564930881963,-0.1745005743556463,-1.5145397906637366,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.056957450067958236,-0.46754666373096476,-0.1745005743556463,-0.475307700261492,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
0.11373781039592841,-0.09062348089183953,-0.1745005743556463,-0.475307700261492,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.14618373058334005,-0.42950145488429026,-0.1745005743556463,-0.8217183970622401,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.14966007917484836,0.13960541326630313,-0.1745005743556463,-0.475307700261492,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
-0.4668124043859704,-0.8967079532329579,-0.1745005743556463,-1.1681290938629885,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
0.31884237729492276,0.3619779846768251,-0.1745005743556463,-0.475307700261492,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.2678559312861331,-0.5653256838947944,-0.1745005743556463,-0.475307700261492,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,-2.55440795488896
0.009447352650677187,-0.28198289627568845,-0.1745005743556463,-0.475307700261492,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
-0.04849179054112908,1.042696152714108,-0.1745005743556463,1.6031564805429974,-0.49896157727991414,0.5093272287453545,-0.7372853881569494,0.3914801463431356
0.36635247471220367,0.1559105027720208,-0.1745005743556463,-0.8217183970622401,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.36635247471220367,0.12185785138725186,-0.1745005743556463,-0.475307700261492,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
0.36635247471220367,0.1559105027720208,-0.1745005743556463,-0.8217183970622401,2.004162335407655,-1.963374317260318,-0.7372853881569494,0.3914801463431356
-0.2941537576743877,-0.03727776151373329,-0.1745005743556463,-0.475307700261492,-0.49896157727991414,-1.963374317260318,-0.7372853881569494,0.3914801463431356
